key,locale,text,context,variables,review_state,source_content_ids,release_marked
loc:later_han/district/i003/name,ko-KR,여남군,Later Han district name; 汝南郡; audited source cell I3,,approved,district:later_han/i003,true
loc:later_han/district/j003/name,ko-KR,양국,Later Han district name; 梁國; audited source cell J3,,approved,district:later_han/j003,true
loc:later_han/district/k003/name,ko-KR,패국,Later Han district name; 沛國; audited source cell K3,,approved,district:later_han/k003,true
loc:later_han/district/l003/name,ko-KR,진국,Later Han district name; 陳國; audited source cell L3,,approved,district:later_han/l003,true
loc:later_han/district/m003/name,ko-KR,노국,Later Han district name; 魯國; audited source cell M3,,approved,district:later_han/m003,true
loc:later_han/district/n003/name,ko-KR,위군,Later Han district name; 魏郡; audited source cell N3,,approved,district:later_han/n003,true
loc:later_han/district/o003/name,ko-KR,거록군,Later Han district name; 鉅鹿郡; audited source cell O3,,approved,district:later_han/o003,true
loc:later_han/district/p003/name,ko-KR,상산국,Later Han district name; 常山國; audited source cell P3,,approved,district:later_han/p003,true
loc:later_han/district/q003/name,ko-KR,중산국,Later Han district name; 中山國; audited source cell Q3,,approved,district:later_han/q003,true
loc:later_han/district/r003/name,ko-KR,안평국,Later Han district name; 安平國; audited source cell R3,,approved,district:later_han/r003,true
loc:later_han/district/s003/name,ko-KR,하간국,Later Han district name; 河閒國; audited source cell S3,,approved,district:later_han/s003,true
loc:later_han/district/t003/name,ko-KR,청하국,Later Han district name; 清河國; audited source cell T3,,approved,district:later_han/t003,true
loc:later_han/district/u003/name,ko-KR,조국,Later Han district name; 趙國; audited source cell U3,,approved,district:later_han/u003,true
loc:later_han/district/v003/name,ko-KR,발해군,Later Han district name; 勃海郡; audited source cell V3,,approved,district:later_han/v003,true
loc:later_han/district/w003/name,ko-KR,진류군,Later Han district name; 陳留郡; audited source cell W3,,approved,district:later_han/w003,true
loc:later_han/district/x003/name,ko-KR,동군,Later Han district name; 東郡; audited source cell X3,,approved,district:later_han/x003,true
loc:later_han/district/y003/name,ko-KR,동평국,Later Han district name; 東平國; audited source cell Y3,,approved,district:later_han/y003,true
loc:later_han/district/z003/name,ko-KR,임성국,Later Han district name; 任城國; audited source cell Z3,,approved,district:later_han/z003,true
loc:later_han/district/aa003/name,ko-KR,태산군,Later Han district name; 泰山郡; audited source cell AA3,,approved,district:later_han/aa003,true
loc:later_han/district/ab003/name,ko-KR,제북국,Later Han district name; 濟北國; audited source cell AB3,,approved,district:later_han/ab003,true
loc:later_han/district/ac003/name,ko-KR,산양군,Later Han district name; 山陽郡; audited source cell AC3,,approved,district:later_han/ac003,true
loc:later_han/district/ad003/name,ko-KR,제음군,Later Han district name; 濟陰郡; audited source cell AD3,,approved,district:later_han/ad003,true
loc:later_han/district/ae003/name,ko-KR,동해군,Later Han district name; 東海郡; audited source cell AE3,,approved,district:later_han/ae003,true
loc:later_han/district/af003/name,ko-KR,낭야국,Later Han district name; 琅邪國; audited source cell AF3,,approved,district:later_han/af003,true
loc:later_han/district/ag003/name,ko-KR,팽성국,Later Han district name; 彭城國; audited source cell AG3,,approved,district:later_han/ag003,true
loc:later_han/district/ah003/name,ko-KR,광릉군,Later Han district name; 廣陵郡; audited source cell AH3,,approved,district:later_han/ah003,true
loc:later_han/district/ai003/name,ko-KR,하비국,Later Han district name; 下邳國; audited source cell AI3,,approved,district:later_han/ai003,true
loc:later_han/district/aj003/name,ko-KR,제남국,Later Han district name; 濟南國; audited source cell AJ3,,approved,district:later_han/aj003,true
loc:later_han/district/ak003/name,ko-KR,평원군,Later Han district name; 平原郡; audited source cell AK3,,approved,district:later_han/ak003,true
loc:later_han/district/al003/name,ko-KR,낙안국,Later Han district name; 樂安國; audited source cell AL3,,approved,district:later_han/al003,true
loc:later_han/district/am003/name,ko-KR,북해국,Later Han district name; 北海國; audited source cell AM3,,approved,district:later_han/am003,true
loc:later_han/district/an003/name,ko-KR,동래군,Later Han district name; 東萊郡; audited source cell AN3,,approved,district:later_han/an003,true
loc:later_han/district/ao003/name,ko-KR,제국,Later Han district name; 齊國; audited source cell AO3,,approved,district:later_han/ao003,true
loc:later_han/district/ap003/name,ko-KR,남양군,Later Han district name; 南陽郡; audited source cell AP3,,approved,district:later_han/ap003,true
loc:later_han/district/aq003/name,ko-KR,남군,Later Han district name; 南郡; audited source cell AQ3,,approved,district:later_han/aq003,true
loc:later_han/district/ar003/name,ko-KR,강하군,Later Han district name; 江夏郡; audited source cell AR3,,approved,district:later_han/ar003,true
loc:later_han/district/as003/name,ko-KR,영릉군,Later Han district name; 零陵郡; audited source cell AS3,,approved,district:later_han/as003,true
loc:later_han/district/at003/name,ko-KR,계양군,Later Han district name; 桂陽郡; audited source cell AT3,,approved,district:later_han/at003,true
loc:later_han/district/au003/name,ko-KR,무릉군,Later Han district name; 武陵郡; audited source cell AU3,,approved,district:later_han/au003,true
loc:later_han/district/av003/name,ko-KR,장사군,Later Han district name; 長沙郡; audited source cell AV3,,approved,district:later_han/av003,true
loc:later_han/district/aw003/name,ko-KR,구강군,Later Han district name; 九江郡; audited source cell AW3,,approved,district:later_han/aw003,true
loc:later_han/district/ax003/name,ko-KR,단양군,Later Han district name; 丹陽郡; audited source cell AX3,,approved,district:later_han/ax003,true
loc:later_han/district/ay003/name,ko-KR,여강군,Later Han district name; 廬江郡; audited source cell AY3,,approved,district:later_han/ay003,true
loc:later_han/district/az003/name,ko-KR,회계군,Later Han district name; 會稽郡; audited source cell AZ3,,approved,district:later_han/az003,true
loc:later_han/district/ba003/name,ko-KR,오군,Later Han district name; 吳郡; audited source cell BA3,,approved,district:later_han/ba003,true
loc:later_han/district/bb003/name,ko-KR,예장군,Later Han district name; 豫章郡; audited source cell BB3,,approved,district:later_han/bb003,true
loc:later_han/district/bc003/name,ko-KR,한중군,Later Han district name; 漢中郡; audited source cell BC3,,approved,district:later_han/bc003,true
loc:later_han/district/bd003/name,ko-KR,파군,Later Han district name; 巴郡; audited source cell BD3,,approved,district:later_han/bd003,true
loc:later_han/district/be003/name,ko-KR,광한군,Later Han district name; 廣漢郡; audited source cell BE3,,approved,district:later_han/be003,true
loc:later_han/district/bf003/name,ko-KR,촉군,Later Han district name; 蜀郡; audited source cell BF3,,approved,district:later_han/bf003,true
loc:later_han/district/bg003/name,ko-KR,건위군,Later Han district name; 犍為郡; audited source cell BG3,,approved,district:later_han/bg003,true
loc:later_han/district/bh003/name,ko-KR,장가군,Later Han district name; 牂牁郡; audited source cell BH3,,approved,district:later_han/bh003,true
loc:later_han/district/bi003/name,ko-KR,월수군,Later Han district name; 越巂郡; audited source cell BI3,,approved,district:later_han/bi003,true
loc:later_han/district/bj003/name,ko-KR,익주군,Later Han district name; 益州郡; audited source cell BJ3,,approved,district:later_han/bj003,true
loc:later_han/district/bk003/name,ko-KR,영창군,Later Han district name; 永昌郡; audited source cell BK3,,approved,district:later_han/bk003,true
loc:later_han/district/bo003/name,ko-KR,농서군,Later Han district name; 隴西郡; audited source cell BO3,,approved,district:later_han/bo003,true
loc:later_han/district/bp003/name,ko-KR,한양군,Later Han district name; 漢陽郡; audited source cell BP3,,approved,district:later_han/bp003,true
loc:later_han/district/bq003/name,ko-KR,무도군,Later Han district name; 武都郡; audited source cell BQ3,,approved,district:later_han/bq003,true
loc:later_han/district/br003/name,ko-KR,금성군,Later Han district name; 金城郡; audited source cell BR3,,approved,district:later_han/br003,true
loc:later_han/district/bs003/name,ko-KR,안정군,Later Han district name; 安定郡; audited source cell BS3,,approved,district:later_han/bs003,true
loc:later_han/district/bt003/name,ko-KR,북지군,Later Han district name; 北地郡; audited source cell BT3,,approved,district:later_han/bt003,true
loc:later_han/district/bu003/name,ko-KR,무위군,Later Han district name; 武威郡; audited source cell BU3,,approved,district:later_han/bu003,true
loc:later_han/district/bv003/name,ko-KR,장액군,Later Han district name; 張掖郡; audited source cell BV3,,approved,district:later_han/bv003,true
loc:later_han/district/bw003/name,ko-KR,주천군,Later Han district name; 酒泉郡; audited source cell BW3,,approved,district:later_han/bw003,true
loc:later_han/district/bx003/name,ko-KR,돈황군,Later Han district name; 敦煌郡; audited source cell BX3,,approved,district:later_han/bx003,true
loc:later_han/district/ca003/name,ko-KR,상당군,Later Han district name; 上黨郡; audited source cell CA3,,approved,district:later_han/ca003,true
loc:later_han/district/cb003/name,ko-KR,태원군,Later Han district name; 太原郡; audited source cell CB3,,approved,district:later_han/cb003,true
loc:later_han/district/cc003/name,ko-KR,상군,Later Han district name; 上郡; audited source cell CC3,,approved,district:later_han/cc003,true
loc:later_han/district/cd003/name,ko-KR,서하군,Later Han district name; 西河郡; audited source cell CD3,,approved,district:later_han/cd003,true
loc:later_han/district/ce003/name,ko-KR,오원군,Later Han district name; 五原郡; audited source cell CE3,,approved,district:later_han/ce003,true
loc:later_han/district/cf003/name,ko-KR,운중군,Later Han district name; 雲中郡; audited source cell CF3,,approved,district:later_han/cf003,true
loc:later_han/district/cg003/name,ko-KR,정양군,Later Han district name; 定襄郡; audited source cell CG3,,approved,district:later_han/cg003,true
loc:later_han/district/ch003/name,ko-KR,안문군,Later Han district name; 鴈門郡; audited source cell CH3,,approved,district:later_han/ch003,true
loc:later_han/district/ci003/name,ko-KR,삭방군,Later Han district name; 朔方郡; audited source cell CI3,,approved,district:later_han/ci003,true
loc:later_han/district/cj003/name,ko-KR,탁군,Later Han district name; 涿郡; audited source cell CJ3,,approved,district:later_han/cj003,true
loc:later_han/district/ck003/name,ko-KR,광양군,Later Han district name; 廣陽郡; audited source cell CK3,,approved,district:later_han/ck003,true
loc:later_han/district/cl003/name,ko-KR,대군,Later Han district name; 代郡; audited source cell CL3,,approved,district:later_han/cl003,true
loc:later_han/district/cm003/name,ko-KR,상곡군,Later Han district name; 上谷郡; audited source cell CM3,,approved,district:later_han/cm003,true
loc:later_han/district/cn003/name,ko-KR,어양군,Later Han district name; 漁陽郡; audited source cell CN3,,approved,district:later_han/cn003,true
loc:later_han/district/co003/name,ko-KR,우북평군,Later Han district name; 右北平郡; audited source cell CO3,,approved,district:later_han/co003,true
loc:later_han/district/cp003/name,ko-KR,요서군,Later Han district name; 遼西郡; audited source cell CP3,,approved,district:later_han/cp003,true
loc:later_han/district/cq003/name,ko-KR,요동군,Later Han district name; 遼東郡; audited source cell CQ3,,approved,district:later_han/cq003,true
loc:later_han/district/cr003/name,ko-KR,현토군,Later Han district name; 玄菟郡; audited source cell CR3,,approved,district:later_han/cr003,true
loc:later_han/district/cs003/name,ko-KR,낙랑군,Later Han district name; 樂浪郡; audited source cell CS3,,approved,district:later_han/cs003,true
loc:later_han/district/cu003/name,ko-KR,남해군,Later Han district name; 南海郡; audited source cell CU3,,approved,district:later_han/cu003,true
loc:later_han/district/cv003/name,ko-KR,창오군,Later Han district name; 蒼梧郡; audited source cell CV3,,approved,district:later_han/cv003,true
loc:later_han/district/cw003/name,ko-KR,울림군,Later Han district name; 鬱林郡; audited source cell CW3,,approved,district:later_han/cw003,true
loc:later_han/district/cx003/name,ko-KR,합포군,Later Han district name; 合浦郡; audited source cell CX3,,approved,district:later_han/cx003,true
loc:later_han/district/cy003/name,ko-KR,교지군,Later Han district name; 交趾郡; audited source cell CY3,,approved,district:later_han/cy003,true
loc:later_han/district/cz003/name,ko-KR,구진군,Later Han district name; 九真郡; audited source cell CZ3,,approved,district:later_han/cz003,true
loc:later_han/district/da003/name,ko-KR,일남군,Later Han district name; 日南郡; audited source cell DA3,,approved,district:later_han/da003,true
loc:later_han/locality/a004/name,ko-KR,낙양현,Later Han locality name; 雒陽縣; audited source cell A4,,approved,locality:later_han/a004,true
loc:later_han/locality/a005/name,ko-KR,하남현,Later Han locality name; 河南縣; audited source cell A5,,approved,locality:later_han/a005,true
loc:later_han/locality/a006/name,ko-KR,양현,Later Han locality name; 梁縣; audited source cell A6,,approved,locality:later_han/a006,true
loc:later_han/locality/a007/name,ko-KR,형양현,Later Han locality name; 熒陽縣; audited source cell A7,,approved,locality:later_han/a007,true
loc:later_han/locality/a008/name,ko-KR,권현,Later Han locality name; 卷縣; audited source cell A8,,approved,locality:later_han/a008,true
loc:later_han/locality/a009/name,ko-KR,원무현,Later Han locality name; 原武縣; audited source cell A9,,approved,locality:later_han/a009,true
loc:later_han/locality/a010/name,ko-KR,양무현,Later Han locality name; 陽武縣; audited source cell A10,,approved,locality:later_han/a010,true
loc:later_han/locality/a011/name,ko-KR,중모현,Later Han locality name; 中牟縣; audited source cell A11,,approved,locality:later_han/a011,true
loc:later_han/locality/a012/name,ko-KR,개봉현,Later Han locality name; 開封縣; audited source cell A12,,approved,locality:later_han/a012,true
loc:later_han/locality/a013/name,ko-KR,완릉현,Later Han locality name; 菀陵縣; audited source cell A13,,approved,locality:later_han/a013,true
loc:later_han/locality/a014/name,ko-KR,평음현,Later Han locality name; 平陰縣; audited source cell A14,,approved,locality:later_han/a014,true
loc:later_han/locality/a015/name,ko-KR,곡성현,Later Han locality name; 穀城縣; audited source cell A15,,approved,locality:later_han/a015,true
loc:later_han/locality/a016/name,ko-KR,구씨현,Later Han locality name; 緱氏縣; audited source cell A16,,approved,locality:later_han/a016,true
loc:later_han/locality/a017/name,ko-KR,공현,Later Han locality name; 鞏縣; audited source cell A17,,approved,locality:later_han/a017,true
loc:later_han/locality/a018/name,ko-KR,성역현,Later Han locality name; 成睪縣; audited source cell A18,,approved,locality:later_han/a018,true
loc:later_han/locality/a019/name,ko-KR,경현,Later Han locality name; 京縣; audited source cell A19,,approved,locality:later_han/a019,true
loc:later_han/locality/a020/name,ko-KR,밀현,Later Han locality name; 密縣; audited source cell A20,,approved,locality:later_han/a020,true
loc:later_han/locality/a021/name,ko-KR,신성현,Later Han locality name; 新城縣; audited source cell A21,,approved,locality:later_han/a021,true
loc:later_han/locality/a022/name,ko-KR,언사현,Later Han locality name; 匽師縣; audited source cell A22,,approved,locality:later_han/a022,true
loc:later_han/locality/a023/name,ko-KR,신정현,Later Han locality name; 新鄭縣; audited source cell A23,,approved,locality:later_han/a023,true
loc:later_han/locality/a024/name,ko-KR,평현,Later Han locality name; 平縣; audited source cell A24,,approved,locality:later_han/a024,true
loc:later_han/locality/b004/name,ko-KR,회현,Later Han locality name; 懷縣; audited source cell B4,,approved,locality:later_han/b004,true
loc:later_han/locality/b005/name,ko-KR,하양현,Later Han locality name; 河陽縣; audited source cell B5,,approved,locality:later_han/b005,true
loc:later_han/locality/b006/name,ko-KR,지현,Later Han locality name; 軹縣; audited source cell B6,,approved,locality:later_han/b006,true
loc:later_han/locality/b007/name,ko-KR,파현,Later Han locality name; 波縣; audited source cell B7,,approved,locality:later_han/b007,true
loc:later_han/locality/b008/name,ko-KR,심수현,Later Han locality name; 沁水縣; audited source cell B8,,approved,locality:later_han/b008,true
loc:later_han/locality/b009/name,ko-KR,야왕현,Later Han locality name; 野王縣; audited source cell B9,,approved,locality:later_han/b009,true
loc:later_han/locality/b010/name,ko-KR,온현,Later Han locality name; 溫縣; audited source cell B10,,approved,locality:later_han/b010,true
loc:later_han/locality/b011/name,ko-KR,주현,Later Han locality name; 州縣; audited source cell B11,,approved,locality:later_han/b011,true
loc:later_han/locality/b012/name,ko-KR,평고현,Later Han locality name; 平皋縣; audited source cell B12,,approved,locality:later_han/b012,true
loc:later_han/locality/b013/name,ko-KR,산양읍,Later Han locality name; 山陽邑; audited source cell B13,,approved,locality:later_han/b013,true
loc:later_han/locality/b014/name,ko-KR,무덕현,Later Han locality name; 武德縣; audited source cell B14,,approved,locality:later_han/b014,true
loc:later_han/locality/b015/name,ko-KR,획가후국,Later Han locality name; 獲嘉侯國; audited source cell B15,,approved,locality:later_han/b015,true
loc:later_han/locality/b016/name,ko-KR,수무현,Later Han locality name; 脩武縣; audited source cell B16,,approved,locality:later_han/b016,true
loc:later_han/locality/b017/name,ko-KR,공현,Later Han locality name; 共縣; audited source cell B17,,approved,locality:later_han/b017,true
loc:later_han/locality/b018/name,ko-KR,급현,Later Han locality name; 汲縣; audited source cell B18,,approved,locality:later_han/b018,true
loc:later_han/locality/b019/name,ko-KR,조가현,Later Han locality name; 朝歌縣; audited source cell B19,,approved,locality:later_han/b019,true
loc:later_han/locality/b020/name,ko-KR,탕음현,Later Han locality name; 蕩陰縣; audited source cell B20,,approved,locality:later_han/b020,true
loc:later_han/locality/b021/name,ko-KR,임려현,Later Han locality name; 林慮縣; audited source cell B21,,approved,locality:later_han/b021,true
loc:later_han/locality/c004/name,ko-KR,안읍,Later Han locality name; 安邑; audited source cell C4,,approved,locality:later_han/c004,true
loc:later_han/locality/c005/name,ko-KR,양현,Later Han locality name; 楊縣; audited source cell C5,,approved,locality:later_han/c005,true
loc:later_han/locality/c006/name,ko-KR,평양후국,Later Han locality name; 平陽侯國; audited source cell C6,,approved,locality:later_han/c006,true
loc:later_han/locality/c007/name,ko-KR,임분현,Later Han locality name; 臨汾縣; audited source cell C7,,approved,locality:later_han/c007,true
loc:later_han/locality/c008/name,ko-KR,분음현,Later Han locality name; 汾陰縣; audited source cell C8,,approved,locality:later_han/c008,true
loc:later_han/locality/c009/name,ko-KR,포판현,Later Han locality name; 蒲阪縣; audited source cell C9,,approved,locality:later_han/c009,true
loc:later_han/locality/c010/name,ko-KR,대양현,Later Han locality name; 大陽縣; audited source cell C10,,approved,locality:later_han/c010,true
loc:later_han/locality/c011/name,ko-KR,해현,Later Han locality name; 解縣; audited source cell C11,,approved,locality:later_han/c011,true
loc:later_han/locality/c012/name,ko-KR,피씨현,Later Han locality name; 皮氏縣; audited source cell C12,,approved,locality:later_han/c012,true
loc:later_han/locality/c013/name,ko-KR,문희읍,Later Han locality name; 聞喜邑; audited source cell C13,,approved,locality:later_han/c013,true
loc:later_han/locality/c014/name,ko-KR,강읍,Later Han locality name; 絳邑; audited source cell C14,,approved,locality:later_han/c014,true
loc:later_han/locality/c015/name,ko-KR,영안현,Later Han locality name; 永安縣; audited source cell C15,,approved,locality:later_han/c015,true
loc:later_han/locality/c016/name,ko-KR,하북현,Later Han locality name; 河北縣; audited source cell C16,,approved,locality:later_han/c016,true
loc:later_han/locality/c017/name,ko-KR,의씨현,Later Han locality name; 猗氏縣; audited source cell C17,,approved,locality:later_han/c017,true
loc:later_han/locality/c018/name,ko-KR,원현,Later Han locality name; 垣縣; audited source cell C18,,approved,locality:later_han/c018,true
loc:later_han/locality/c019/name,ko-KR,양릉현,Later Han locality name; 襄陵縣; audited source cell C19,,approved,locality:later_han/c019,true
loc:later_han/locality/c020/name,ko-KR,북굴현,Later Han locality name; 北屈縣; audited source cell C20,,approved,locality:later_han/c020,true
loc:later_han/locality/c021/name,ko-KR,포자현,Later Han locality name; 蒲子縣; audited source cell C21,,approved,locality:later_han/c021,true
loc:later_han/locality/c022/name,ko-KR,획택후국,Later Han locality name; 濩澤侯國; audited source cell C22,,reviewed,locality:later_han/c022,false
loc:later_han/locality/c023/name,ko-KR,단씨현,Later Han locality name; 端氏縣; audited source cell C23,,approved,locality:later_han/c023,true
loc:later_han/locality/d004/name,ko-KR,홍농현,Later Han locality name; 弘農縣; audited source cell D4,,approved,locality:later_han/d004,true
loc:later_han/locality/d005/name,ko-KR,섬현,Later Han locality name; 陝縣; audited source cell D5,,approved,locality:later_han/d005,true
loc:later_han/locality/d006/name,ko-KR,민지현,Later Han locality name; 黽池縣; audited source cell D6,,approved,locality:later_han/d006,true
loc:later_han/locality/d007/name,ko-KR,신안현,Later Han locality name; 新安縣; audited source cell D7,,approved,locality:later_han/d007,true
loc:later_han/locality/d008/name,ko-KR,의양현,Later Han locality name; 宜陽縣; audited source cell D8,,approved,locality:later_han/d008,true
loc:later_han/locality/d009/name,ko-KR,육혼현,Later Han locality name; 陸渾縣; audited source cell D9,,approved,locality:later_han/d009,true
loc:later_han/locality/d010/name,ko-KR,노씨현,Later Han locality name; 盧氏縣; audited source cell D10,,approved,locality:later_han/d010,true
loc:later_han/locality/d011/name,ko-KR,호현,Later Han locality name; 湖縣; audited source cell D11,,approved,locality:later_han/d011,true
loc:later_han/locality/d012/name,ko-KR,화음현,Later Han locality name; 華陰縣; audited source cell D12,,approved,locality:later_han/d012,true
loc:later_han/locality/e004/name,ko-KR,장안현,Later Han locality name; 長安縣; audited source cell E4,,approved,locality:later_han/e004,true
loc:later_han/locality/e005/name,ko-KR,패릉현,Later Han locality name; 霸陵縣; audited source cell E5,,approved,locality:later_han/e005,true
loc:later_han/locality/e006/name,ko-KR,두릉현,Later Han locality name; 杜陵縣; audited source cell E6,,approved,locality:later_han/e006,true
loc:later_han/locality/e007/name,ko-KR,정현,Later Han locality name; 鄭縣; audited source cell E7,,approved,locality:later_han/e007,true
loc:later_han/locality/e008/name,ko-KR,신풍현,Later Han locality name; 新豐縣; audited source cell E8,,approved,locality:later_han/e008,true
loc:later_han/locality/e009/name,ko-KR,남전현,Later Han locality name; 藍田縣; audited source cell E9,,approved,locality:later_han/e009,true
loc:later_han/locality/e010/name,ko-KR,장릉현,Later Han locality name; 長陵縣; audited source cell E10,,approved,locality:later_han/e010,true
loc:later_han/locality/e011/name,ko-KR,상현,Later Han locality name; 商縣; audited source cell E11,,approved,locality:later_han/e011,true
loc:later_han/locality/e012/name,ko-KR,상락후국,Later Han locality name; 上雒侯國; audited source cell E12,,approved,locality:later_han/e012,true
loc:later_han/locality/e013/name,ko-KR,양릉현,Later Han locality name; 陽陵縣; audited source cell E13,,approved,locality:later_han/e013,true
loc:later_han/locality/f004/name,ko-KR,고릉현,Later Han locality name; 高陵縣; audited source cell F4,,approved,locality:later_han/f004,true
loc:later_han/locality/f005/name,ko-KR,지양현,Later Han locality name; 池陽縣; audited source cell F5,,approved,locality:later_han/f005,true
loc:later_han/locality/f006/name,ko-KR,운양현,Later Han locality name; 雲陽縣; audited source cell F6,,approved,locality:later_han/f006,true
loc:later_han/locality/f007/name,ko-KR,대우현,Later Han locality name; 祋祤縣; audited source cell F7,,approved,locality:later_han/f007,true
loc:later_han/locality/f008/name,ko-KR,빈양현,Later Han locality name; 頻陽縣; audited source cell F8,,approved,locality:later_han/f008,true
loc:later_han/locality/f009/name,ko-KR,만년현,Later Han locality name; 萬年縣; audited source cell F9,,approved,locality:later_han/f009,true
loc:later_han/locality/f010/name,ko-KR,연작현,Later Han locality name; 蓮勺縣; audited source cell F10,,approved,locality:later_han/f010,true
loc:later_han/locality/f011/name,ko-KR,중천현,Later Han locality name; 重泉縣; audited source cell F11,,approved,locality:later_han/f011,true
loc:later_han/locality/f012/name,ko-KR,임진현,Later Han locality name; 臨晉縣; audited source cell F12,,approved,locality:later_han/f012,true
loc:later_han/locality/f013/name,ko-KR,합양현,Later Han locality name; 郃陽縣; audited source cell F13,,approved,locality:later_han/f013,true
loc:later_han/locality/f014/name,ko-KR,하양현,Later Han locality name; 夏陽縣; audited source cell F14,,approved,locality:later_han/f014,true
loc:later_han/locality/f015/name,ko-KR,아현,Later Han locality name; 衙縣; audited source cell F15,,approved,locality:later_han/f015,true
loc:later_han/locality/f016/name,ko-KR,속읍,Later Han locality name; 粟邑; audited source cell F16,,approved,locality:later_han/f016,true
loc:later_han/locality/g004/name,ko-KR,괴리현,Later Han locality name; 槐里縣; audited source cell G4,,approved,locality:later_han/g004,true
loc:later_han/locality/g005/name,ko-KR,안릉현,Later Han locality name; 安陵縣; audited source cell G5,,approved,locality:later_han/g005,true
loc:later_han/locality/g006/name,ko-KR,평릉현,Later Han locality name; 平陵縣; audited source cell G6,,approved,locality:later_han/g006,true
loc:later_han/locality/g007/name,ko-KR,무릉현,Later Han locality name; 茂陵縣; audited source cell G7,,approved,locality:later_han/g007,true
loc:later_han/locality/g008/name,ko-KR,호현,Later Han locality name; 鄠縣; audited source cell G8,,approved,locality:later_han/g008,true
loc:later_han/locality/g009/name,ko-KR,미현,Later Han locality name; 郿縣; audited source cell G9,,approved,locality:later_han/g009,true
loc:later_han/locality/g010/name,ko-KR,무공현,Later Han locality name; 武功縣; audited source cell G10,,approved,locality:later_han/g010,true
loc:later_han/locality/g011/name,ko-KR,진창현,Later Han locality name; 陳倉縣; audited source cell G11,,approved,locality:later_han/g011,true
loc:later_han/locality/g012/name,ko-KR,견현,Later Han locality name; 汧縣; audited source cell G12,,approved,locality:later_han/g012,true
loc:later_han/locality/g013/name,ko-KR,투미후국,Later Han locality name; 渝麋侯國; audited source cell G13,,approved,locality:later_han/g013,true
loc:later_han/locality/g014/name,ko-KR,옹현,Later Han locality name; 雍縣; audited source cell G14,,approved,locality:later_han/g014,true
loc:later_han/locality/g015/name,ko-KR,순읍,Later Han locality name; 栒邑; audited source cell G15,,approved,locality:later_han/g015,true
loc:later_han/locality/g016/name,ko-KR,미양현,Later Han locality name; 美陽縣; audited source cell G16,,approved,locality:later_han/g016,true
